EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
Kenneth R. Kaess, Jr.;27686;OMNICOM GROUP INC;president & CEO-DDB Worldwide;825;1875;-1;-1;50;4066;2004;;;president & CEO-DDB Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Jean-Marie Dru;29331;OMNICOM GROUP INC;president & CEO-TBWA Worldwide;1004.796;2500;-1;-1;58;4066;2004;;;CEO-TBWA Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;chairman & CEO-BBDO;900;1850;-1;-1;44;4066;2004;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;executive vp & chief finance officer;975;3500;-1;-1;46;4066;2004;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;president & CEO;1000;4400;-1;-1;53;4066;2005;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas L. Harrison, L.H.D., LHD;18941;OMNICOM GROUP INC;chairman & CEO-Diversified Agency Services;900;1500;-1;-1;58;4066;2005;;;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;MALE;ADVERTISING AGENCIES;OMC;7311
Kenneth R. Kaess, Jr.;27686;OMNICOM GROUP INC;president & CEO-DDB Worldwide;825;2400;-1;-1;;4066;2005;;;president & CEO-DDB Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;president & CEO-BBDO;900;2500;-1;-1;45;4066;2005;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;executive vp & chief finance officer;975;3900;-1;-1;47;4066;2005;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;president & CEO;1000;0;0;5952.5;54;4066;2006;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas L. Harrison, L.H.D., LHD;18941;OMNICOM GROUP INC;chairman & CEO-Diversified Agency Services;900;0;335.441;540;;4066;2006;;;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;MALE;ADVERTISING AGENCIES;OMC;7311
Jean-Marie Dru;29331;OMNICOM GROUP INC;CEO-TBWA Worldwide;1007.56;0;340.385;540;;4066;2006;;;CEO-TBWA Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;president & CEO-BBDO worldwide;900;0;370.758;540;;4066;2006;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;executive vp & chief finance officer;975;0;398.848;1866.4;;4066;2006;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Charles E. Brymer;34206;OMNICOM GROUP INC;;802.5;0;387.706;43.2;;4066;2006;;;president & CEO-DDB Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;president & CEO;1000;0;0;0;54;4066;2007;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas L. Harrison, L.H.D., LHD;18941;OMNICOM GROUP INC;chairman & CEO-Diversified Agency Services;900;0;1280.875;0;59;4066;2007;;;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;president & CEO-BBDO worldwide;900;0;0;0;46;4066;2007;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;executive vp & chief finance officer;975;0;0;0;49;4066;2007;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Charles E. Brymer;34206;OMNICOM GROUP INC;president & CEO-DDB Worldwide;850;0;260.942;36;47;4066;2007;;;president & CEO-DDB Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Daryl D. Simm;42237;OMNICOM GROUP INC;;850;0;204.94;0;46;4066;2007;;;President & COO;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;president & CEO;1000;0;0;3780;55;4066;2008;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas L. Harrison, L.H.D., LHD;18941;OMNICOM GROUP INC;chairman & CEO-Diversified Agency Services;900;0;179.52;1890;60;4066;2008;;;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;president & CEO-BBDO worldwide;900;0;0;1890;47;4066;2008;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;executive vp & chief finance officer;975;0;0;1890;50;4066;2008;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Charles E. Brymer;34206;OMNICOM GROUP INC;president & CEO-DDB Worldwide;850;0;222.569;3.571;48;4066;2008;;;president & CEO-DDB Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Daryl D. Simm;42237;OMNICOM GROUP INC;;875;0;178.92;0;47;4066;2008;;;President & COO;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;1755;56;4066;2009;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas L. Harrison, L.H.D., LHD;18941;OMNICOM GROUP INC;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;900;0;0;877.5;61;4066;2009;;;Chairman of Diversified Agency Services and Chief Executive Officer of Diversified Agency Services;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;900;0;0;877.5;48;4066;2009;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;975;0;0;877.5;51;4066;2009;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Daryl D. Simm;42237;OMNICOM GROUP INC;Chairman of Media Group and Chief Executive Officer of Media Group;875;0;0;2632.5;48;4066;2009;;;President & COO;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;57;4066;2010;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Andrew J. Robertson;29332;OMNICOM GROUP INC;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;900;0;0;0;49;4066;2010;;;Chief Executive Officer of BBDO Worldwide and President of BBDO Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;975;0;0;0;52;4066;2010;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, Secretary and General Counsel;700;0;0;0;48;4066;2010;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Thomas Carroll;43672;OMNICOM GROUP INC;Chief Executive Officer of TBWA Worldwide and President of TBWA Worldwide;900;0;0;0;54;4066;2010;;;Chief Executive Officer of TBWA Worldwide and President of TBWA Worldwide;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Principal Accounting Officer, Senior Vice President of Finance and Controller;425;0;0;0;45;4066;2010;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;378.333;0;0;0;65;4066;2010;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;58;4066;2011;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;975;0;0;0;53;4066;2011;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;49;4066;2011;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Principal Accounting Officer, Senior Vice President of Finance and Controller;425;0;1085.5;0;46;4066;2011;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;66;4066;2011;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;59;4066;2012;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;975;0;0;0;54;4066;2012;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;50;4066;2012;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Principal Accounting Officer, Senior Vice President of Finance and Controller;425;0;0;0;47;4066;2012;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;67;4066;2012;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;60;4066;2013;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;975;0;0;0;55;4066;2013;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;51;4066;2013;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Principal Accounting Officer, Senior Vice President of Finance and Controller;425;0;0;0;48;4066;2013;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;68;4066;2013;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Bruce A. Crawford;3056;OMNICOM GROUP INC;;400;0;0;0;85;4066;2014;20/03/1989;;Chairman, Chairman of Finance Committee and Member of Executive Committee;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;61;4066;2014;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Randall J. Weisenburger;29333;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;859.125;0;0;0;56;4066;2014;;;Chief Financial Officer and Executive Vice President;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;536.565;0;0;52;4066;2014;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;513.542;1745.377;0;0;49;4066;2014;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;69;4066;2014;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder and Chief Executive Officer of Omnicom Digital;770.833;68.7;0;0;46;4066;2014;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;62;4066;2015;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;53;4066;2015;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;850;0;0;0;50;4066;2015;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;70;4066;2015;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder and Chief Executive Officer of Omnicom Digital;850;0;0;0;47;4066;2015;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;63;4066;2016;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;54;4066;2016;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;850;1130;0;0;51;4066;2016;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;71;4066;2016;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder and Chief Executive Officer of Omnicom Digital;850;0;0;0;48;4066;2016;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
Bruce A. Crawford;3056;OMNICOM GROUP INC;;400;0;0;0;88;4066;2017;20/03/1989;;Chairman, Chairman of Finance Committee and Member of Executive Committee;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;64;4066;2017;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;55;4066;2017;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;850;0;0;0;52;4066;2017;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;72;4066;2017;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder and Chief Executive Officer of Omnicom Digital;850;0;0;0;49;4066;2017;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
Bruce A. Crawford;3056;OMNICOM GROUP INC;Chairman, Chairman of Finance Committee and Member of Executive Committee;264.583;0;0;0;89;4066;2018;20/03/1989;;Chairman, Chairman of Finance Committee and Member of Executive Committee;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chief Executive Officer, President and Director;1000;0;0;0;65;4066;2018;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Senior Vice President, General Counsel and Secretary;700;0;0;0;56;4066;2018;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Chief Financial Officer and Executive Vice President;850;0;0;0;53;4066;2018;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Dennis E. Hewitt;43674;OMNICOM GROUP INC;Treasurer;395;0;0;0;73;4066;2018;;;Treasurer;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder and Chief Executive Officer of Omnicom Digital;850;0;0;0;50;4066;2018;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chairman & CEO;1000;0;0;0;66;4066;2019;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Executive VP, General Counsel & Secretary;700;0;0;0;57;4066;2019;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Executive VP & CFO;850;0;0;0;54;4066;2019;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder & CEO of Omnicom Digital;850;0;0;0;51;4066;2019;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
Rochelle M. Tarlowe;64127;OMNICOM GROUP INC;Senior VP & Treasurer;283.333;400;449.917;0;48;4066;2019;;;Senior VP & Treasurer;FEMALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chairman & CEO;450;0;0;0;67;4066;2020;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Executive VP, General Counsel & Secretary;641.667;0;0;0;58;4066;2020;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Executive VP & CFO;687.098;0;0;0;55;4066;2020;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder & CEO of Omnicom Digital;779.167;0;0;0;52;4066;2020;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
Rochelle M. Tarlowe;64127;OMNICOM GROUP INC;Senior VP & Treasurer;425;0;350.058;0;49;4066;2020;;;Senior VP & Treasurer;FEMALE;ADVERTISING AGENCIES;OMC;7311
John D. Wren;5109;OMNICOM GROUP INC;Chairman & CEO;1000;0;8075.014;0;68;4066;2021;01/01/1997;CEO;Chairman & CEO;MALE;ADVERTISING AGENCIES;OMC;7311
Daryl D. Simm;42237;OMNICOM GROUP INC;President & COO;975;0;3000.025;0;60;4066;2021;;;President & COO;MALE;ADVERTISING AGENCIES;OMC;7311
Michael O'Brien;43671;OMNICOM GROUP INC;Executive VP, General Counsel & Secretary;700;0;2035.208;0;59;4066;2021;;;Executive VP, General Counsel & Secretary;MALE;ADVERTISING AGENCIES;OMC;7311
Philip J. Angelastro;43673;OMNICOM GROUP INC;Executive VP & CFO;850;0;4350.061;0;56;4066;2021;;;Executive VP & CFO;MALE;ADVERTISING AGENCIES;OMC;7311
Jonathan B. Nelson;50494;OMNICOM GROUP INC;Founder & CEO of Omnicom Digital;850;0;2599.871;0;53;4066;2021;;;Founder & CEO of Omnicom Digital;MALE;ADVERTISING AGENCIES;OMC;7311
Frederick W. Smith;885;FEDEX CORP;chmn., pres. & CEO;550.368;0;-1;-1;49;4598;1992;01/01/1998;CEO;Founder & Executive Chairman;MALE;AIR COURIER SERVICES;FDX;4513
Theodore L. Weise;886;FEDEX CORP;sr. v-p-air operations;364.585;33.261;-1;-1;;4598;1992;;;pres. & CEO-Federal Express;MALE;AIR COURIER SERVICES;FDX;4513
Kenneth R. Masterson;887;FEDEX CORP;sr. v-p & gen. couns.;345.198;45.111;-1;-1;;4598;1992;;;executive vp, general counsel & secretary;MALE;AIR COURIER SERVICES;FDX;4513
Jeffrey R. Rodek;888;FEDEX CORP;sr. v-p-Americas & Caribbean;310.548;39.618;-1;-1;;4598;1992;;;sr. v-p-Americas & Caribbean;MALE;AIR COURIER SERVICES;FDX;4513
William J. Razzouk;889;FEDEX CORP;;301.905;34.07;-1;-1;;4598;1992;;;exec. v-p-worldwide cust. ops;MALE;AIR COURIER SERVICES;FDX;4513
James A. Perkins;5949;FEDEX CORP;;320.113;28.838;-1;-1;;4598;1992;;;sr. v-p & chf. personnel offr.;MALE;AIR COURIER SERVICES;FDX;4513
Frederick W. Smith;885;FEDEX CORP;chmn., pres. & CEO;650.121;470;-1;-1;49;4598;1993;01/01/1998;CEO;Founder & Executive Chairman;MALE;AIR COURIER SERVICES;FDX;4513
Theodore L. Weise;886;FEDEX CORP;sr. v-p-air operations;399.36;214.675;-1;-1;;4598;1993;;;pres. & CEO-Federal Express;MALE;AIR COURIER SERVICES;FDX;4513
Kenneth R. Masterson;887;FEDEX CORP;sr. v-p, gen. couns. & secy.;357.162;180.428;-1;-1;;4598;1993;;;executive vp, general counsel & secretary;MALE;AIR COURIER SERVICES;FDX;4513
Jeffrey R. Rodek;888;FEDEX CORP;sr. v-p-Americas & Caribbean;363.087;166.974;-1;-1;;4598;1993;;;sr. v-p-Americas & Caribbean;MALE;AIR COURIER SERVICES;FDX;4513
William J. Razzouk;889;FEDEX CORP;exec. v-p-worldwide cust. ops;436.386;343.69;-1;-1;;4598;1993;;;exec. v-p-worldwide cust. ops;MALE;AIR COURIER SERVICES;FDX;4513
James A. Perkins;5949;FEDEX CORP;;338.503;155.286;-1;-1;;4598;1993;;;sr. v-p & chf. personnel offr.;MALE;AIR COURIER SERVICES;FDX;4513
Mary Alice Taylor;10316;FEDEX CORP;;296.67;156.09;-1;-1;;4598;1993;;;sr. v-p-U.S. & Canada;FEMALE;AIR COURIER SERVICES;FDX;4513
Alan B. Graf, Jr.;10317;FEDEX CORP;;320.53;156.63;-1;-1;;4598;1993;;;Executive VP & CFO;MALE;AIR COURIER SERVICES;FDX;4513
Frederick W. Smith;885;FEDEX CORP;chmn., pres. & CEO;700;515.5;-1;-1;50;4598;1994;01/01/1998;CEO;Founder & Executive Chairman;MALE;AIR COURIER SERVICES;FDX;4513
Theodore L. Weise;886;FEDEX CORP;sr. v-p-air operations;417.994;188.48;-1;-1;;4598;1994;;;pres. & CEO-Federal Express;MALE;AIR COURIER SERVICES;FDX;4513
Kenneth R. Masterson;887;FEDEX CORP;sr. v-p, gen. couns. & secy.;378.478;138.88;-1;-1;;4598;1994;;;executive vp, general counsel & secretary;MALE;AIR COURIER SERVICES;FDX;4513
William J. Razzouk;889;FEDEX CORP;exec. v-p-worldwide cust. ops;459.442;239.94;-1;-1;;4598;1994;;;exec. v-p-worldwide cust. ops;MALE;AIR COURIER SERVICES;FDX;4513
James A. Perkins;5949;FEDEX CORP;sr. v-p & chf. personnel offr.;359.389;164.81;-1;-1;;4598;1994;;;sr. v-p & chf. personnel offr.;MALE;AIR COURIER SERVICES;FDX;4513
Mary Alice Taylor;10316;FEDEX CORP;;357.178;150.176;-1;-1;;4598;1994;;;sr. v-p-U.S. & Canada;FEMALE;AIR COURIER SERVICES;FDX;4513
Alan B. Graf, Jr.;10317;FEDEX CORP;;347.477;137.64;-1;-1;;4598;1994;;;Executive VP & CFO;MALE;AIR COURIER SERVICES;FDX;4513
Dennis H. Jones;13291;FEDEX CORP;;343.651;137.33;-1;-1;;4598;1994;;;exec. v-p & chief info. offr.;MALE;AIR COURIER SERVICES;FDX;4513
Frederick W. Smith;885;FEDEX CORP;chmn., pres. & CEO;745.833;0;-1;-1;51;4598;1995;01/01/1998;CEO;Founder & Executive Chairman;MALE;AIR COURIER SERVICES;FDX;4513
Theodore L. Weise;886;FEDEX CORP;exec. v-p-worldwide operations;449.604;37.5;-1;-1;;4598;1995;;;pres. & CEO-Federal Express;MALE;AIR COURIER SERVICES;FDX;4513
Kenneth R. Masterson;887;FEDEX CORP;exec. v-p, gen. couns. & secy.;396.688;37.5;-1;-1;;4598;1995;;;executive vp, general counsel & secretary;MALE;AIR COURIER SERVICES;FDX;4513
Mary Alice Taylor;10316;FEDEX CORP;sr. v-p-U.S. & Canada;387.034;25;-1;-1;;4598;1995;;;sr. v-p-U.S. & Canada;FEMALE;AIR COURIER SERVICES;FDX;4513
Alan B. Graf, Jr.;10317;FEDEX CORP;exec. v-p & CFO;375.421;25;-1;-1;;4598;1995;;;Executive VP & CFO;MALE;AIR COURIER SERVICES;FDX;4513
Dennis H. Jones;13291;FEDEX CORP;;367.417;0;-1;-1;;4598;1995;;;exec. v-p & chief info. offr.;MALE;AIR COURIER SERVICES;FDX;4513
Frederick W. Smith;885;FEDEX CORP;chmn., pres. & CEO;805;213;-1;-1;52;4598;1996;01/01/1998;CEO;Founder & Executive Chairman;MALE;AIR COURIER SERVICES;FDX;4513
